species,character,value,name,type
X. alvarezi,character_65,NA,RADP_8,RADP_characters
X. andersi,character_65,NA,RADP_8,RADP_characters
X. birchmanni,character_65,0,RADP_8,RADP_characters
X. clemenciae,character_65,0,RADP_8,RADP_characters
X. continens,character_65,0,RADP_8,RADP_characters
X. cortezi,character_65,0,RADP_8,RADP_characters
X. couchianus,character_65,NA,RADP_8,RADP_characters
X. evelynae,character_65,NA,RADP_8,RADP_characters
X. gordoni,character_65,NA,RADP_8,RADP_characters
X. helleri,character_65,1,RADP_8,RADP_characters
X. maculatus,character_65,1,RADP_8,RADP_characters
X. malinche,character_65,0,RADP_8,RADP_characters
X. meyeri,character_65,NA,RADP_8,RADP_characters
X. milleri,character_65,NA,RADP_8,RADP_characters
X. montezumae,character_65,0,RADP_8,RADP_characters
X. multilineatus,character_65,0,RADP_8,RADP_characters
X. nezahualcqyotl,character_65,0,RADP_8,RADP_characters
X. nigrensis,character_65,0,RADP_8,RADP_characters
X. pygmaeus,character_65,0,RADP_8,RADP_characters
X. signum,character_65,NA,RADP_8,RADP_characters
X. variatus,character_65,0,RADP_8,RADP_characters
X. xiphidium,character_65,0,RADP_8,RADP_characters
P. reticulata,character_66,NA,RADP_9,RADP_characters
P. butleri,character_66,NA,RADP_9,RADP_characters
A. hubberi,character_66,NA,RADP_9,RADP_characters
P. coompressa,character_66,NA,RADP_9,RADP_characters
P. intermedia,character_66,NA,RADP_9,RADP_characters
P. olmaceae,character_66,NA,RADP_9,RADP_characters
X. alvarezi,character_66,NA,RADP_9,RADP_characters
X. andersi,character_66,NA,RADP_9,RADP_characters
X. birchmanni,character_66,1,RADP_9,RADP_characters
X. clemenciae,character_66,0,RADP_9,RADP_characters
X. continens,character_66,1,RADP_9,RADP_characters
X. cortezi,character_66,1,RADP_9,RADP_characters
X. couchianus,character_66,NA,RADP_9,RADP_characters
X. evelynae,character_66,NA,RADP_9,RADP_characters
X. gordoni,character_66,NA,RADP_9,RADP_characters
X. helleri,character_66,0,RADP_9,RADP_characters
X. maculatus,character_66,1,RADP_9,RADP_characters
X. malinche,character_66,1,RADP_9,RADP_characters
X. meyeri,character_66,NA,RADP_9,RADP_characters
X. milleri,character_66,NA,RADP_9,RADP_characters
X. montezumae,character_66,1,RADP_9,RADP_characters
X. multilineatus,character_66,1,RADP_9,RADP_characters
X. nezahualcqyotl,character_66,1,RADP_9,RADP_characters
X. nigrensis,character_66,1,RADP_9,RADP_characters
X. pygmaeus,character_66,1,RADP_9,RADP_characters
X. signum,character_66,NA,RADP_9,RADP_characters
X. variatus,character_66,P,RADP_9,RADP_characters
X. xiphidium,character_66,0,RADP_9,RADP_characters
P. reticulata,character_67,NA,RADP_10,RADP_characters
P. butleri,character_67,NA,RADP_10,RADP_characters
A. hubberi,character_67,NA,RADP_10,RADP_characters
P. coompressa,character_67,NA,RADP_10,RADP_characters
P. intermedia,character_67,NA,RADP_10,RADP_characters
P. olmaceae,character_67,NA,RADP_10,RADP_characters
X. alvarezi,character_67,NA,RADP_10,RADP_characters
X. andersi,character_67,NA,RADP_10,RADP_characters
X. birchmanni,character_67,1,RADP_10,RADP_characters
X. clemenciae,character_67,0,RADP_10,RADP_characters
X. continens,character_67,1,RADP_10,RADP_characters
X. cortezi,character_67,1,RADP_10,RADP_characters
X. couchianus,character_67,NA,RADP_10,RADP_characters
X. evelynae,character_67,NA,RADP_10,RADP_characters
X. gordoni,character_67,NA,RADP_10,RADP_characters
X. helleri,character_67,0,RADP_10,RADP_characters
X. maculatus,character_67,0,RADP_10,RADP_characters
X. malinche,character_67,P,RADP_10,RADP_characters
X. meyeri,character_67,NA,RADP_10,RADP_characters
X. milleri,character_67,NA,RADP_10,RADP_characters
X. montezumae,character_67,1,RADP_10,RADP_characters
X. multilineatus,character_67,1,RADP_10,RADP_characters
X. nezahualcqyotl,character_67,0,RADP_10,RADP_characters
X. nigrensis,character_67,1,RADP_10,RADP_characters
X. pygmaeus,character_67,1,RADP_10,RADP_characters
X. signum,character_67,NA,RADP_10,RADP_characters
X. variatus,character_67,1,RADP_10,RADP_characters
X. xiphidium,character_67,0,RADP_10,RADP_characters
P. reticulata,character_68,NA,RADP_11,RADP_characters
P. butleri,character_68,NA,RADP_11,RADP_characters
A. hubberi,character_68,NA,RADP_11,RADP_characters
P. coompressa,character_68,NA,RADP_11,RADP_characters
P. intermedia,character_68,NA,RADP_11,RADP_characters
P. olmaceae,character_68,NA,RADP_11,RADP_characters
X. alvarezi,character_68,NA,RADP_11,RADP_characters
X. andersi,character_68,NA,RADP_11,RADP_characters
X. birchmanni,character_68,1,RADP_11,RADP_characters
X. clemenciae,character_68,1,RADP_11,RADP_characters
X. continens,character_68,1,RADP_11,RADP_characters
X. cortezi,character_68,1,RADP_11,RADP_characters
X. couchianus,character_68,NA,RADP_11,RADP_characters
X. evelynae,character_68,NA,RADP_11,RADP_characters
X. gordoni,character_68,NA,RADP_11,RADP_characters
X. helleri,character_68,0,RADP_11,RADP_characters
X. maculatus,character_68,1,RADP_11,RADP_characters
X. malinche,character_68,1,RADP_11,RADP_characters
X. meyeri,character_68,NA,RADP_11,RADP_characters
X. milleri,character_68,NA,RADP_11,RADP_characters
X. montezumae,character_68,1,RADP_11,RADP_characters
X. multilineatus,character_68,1,RADP_11,RADP_characters
X. nezahualcqyotl,character_68,1,RADP_11,RADP_characters
X. nigrensis,character_68,1,RADP_11,RADP_characters
X. pygmaeus,character_68,1,RADP_11,RADP_characters
X. signum,character_68,NA,RADP_11,RADP_characters
X. variatus,character_68,1,RADP_11,RADP_characters
X. xiphidium,character_68,1,RADP_11,RADP_characters
P. reticulata,character_69,NA,RADP_12,RADP_characters
P. butleri,character_69,NA,RADP_12,RADP_characters
A. hubberi,character_69,NA,RADP_12,RADP_characters
P. coompressa,character_69,NA,RADP_12,RADP_characters
P. intermedia,character_69,NA,RADP_12,RADP_characters
P. olmaceae,character_69,NA,RADP_12,RADP_characters
X. alvarezi,character_69,NA,RADP_12,RADP_characters
X. andersi,character_69,NA,RADP_12,RADP_characters
X. birchmanni,character_69,0,RADP_12,RADP_characters
X. clemenciae,character_69,P,RADP_12,RADP_characters
X. continens,character_69,0,RADP_12,RADP_characters
X. cortezi,character_69,0,RADP_12,RADP_characters
X. couchianus,character_69,NA,RADP_12,RADP_characters
X. evelynae,character_69,NA,RADP_12,RADP_characters
X. gordoni,character_69,NA,RADP_12,RADP_characters
X. helleri,character_69,1,RADP_12,RADP_characters
X. maculatus,character_69,1,RADP_12,RADP_characters
X. malinche,character_69,0,RADP_12,RADP_characters
X. meyeri,character_69,NA,RADP_12,RADP_characters
X. milleri,character_69,NA,RADP_12,RADP_characters
X. montezumae,character_69,0,RADP_12,RADP_characters
X. multilineatus,character_69,0,RADP_12,RADP_characters
X. nezahualcqyotl,character_69,1,RADP_12,RADP_characters
X. nigrensis,character_69,0,RADP_12,RADP_characters
X. pygmaeus,character_69,0,RADP_12,RADP_characters
X. signum,character_69,NA,RADP_12,RADP_characters
X. variatus,character_69,1,RADP_12,RADP_characters
X. xiphidium,character_69,1,RADP_12,RADP_characters
P. reticulata,character_70,NA,RADP_13,RADP_characters
P. butleri,character_70,NA,RADP_13,RADP_characters
A. hubberi,character_70,NA,RADP_13,RADP_characters
P. coompressa,character_70,NA,RADP_13,RADP_characters
P. intermedia,character_70,NA,RADP_13,RADP_characters
P. olmaceae,character_70,NA,RADP_13,RADP_characters
X. alvarezi,character_70,NA,RADP_13,RADP_characters
X. andersi,character_70,NA,RADP_13,RADP_characters
X. birchmanni,character_70,P,RADP_13,RADP_characters
X. clemenciae,character_70,1,RADP_13,RADP_characters
X. continens,character_70,1,RADP_13,RADP_characters
X. cortezi,character_70,0,RADP_13,RADP_characters
X. couchianus,character_70,NA,RADP_13,RADP_characters
X. evelynae,character_70,NA,RADP_13,RADP_characters
X. gordoni,character_70,NA,RADP_13,RADP_characters
X. helleri,character_70,1,RADP_13,RADP_characters
X. maculatus,character_70,0,RADP_13,RADP_characters
X. malinche,character_70,0,RADP_13,RADP_characters
X. meyeri,character_70,NA,RADP_13,RADP_characters
X. milleri,character_70,NA,RADP_13,RADP_characters
X. montezumae,character_70,1,RADP_13,RADP_characters
X. multilineatus,character_70,1,RADP_13,RADP_characters
X. nezahualcqyotl,character_70,1,RADP_13,RADP_characters
X. nigrensis,character_70,1,RADP_13,RADP_characters
X. pygmaeus,character_70,1,RADP_13,RADP_characters
X. signum,character_70,NA,RADP_13,RADP_characters
X. variatus,character_70,0,RADP_13,RADP_characters
X. xiphidium,character_70,0,RADP_13,RADP_characters
P. reticulata,character_71,NA,RADP_14,RADP_characters
P. butleri,character_71,NA,RADP_14,RADP_characters
A. hubberi,character_71,NA,RADP_14,RADP_characters
P. coompressa,character_71,NA,RADP_14,RADP_characters
P. intermedia,character_71,NA,RADP_14,RADP_characters
P. olmaceae,character_71,NA,RADP_14,RADP_characters
X. alvarezi,character_71,NA,RADP_14,RADP_characters
X. andersi,character_71,NA,RADP_14,RADP_characters
X. birchmanni,character_71,0,RADP_14,RADP_characters
X. clemenciae,character_71,P,RADP_14,RADP_characters
X. continens,character_71,1,RADP_14,RADP_characters
X. cortezi,character_71,1,RADP_14,RADP_characters
X. couchianus,character_71,NA,RADP_14,RADP_characters
X. evelynae,character_71,NA,RADP_14,RADP_characters
X. gordoni,character_71,NA,RADP_14,RADP_characters
X. helleri,character_71,0,RADP_14,RADP_characters
X. maculatus,character_71,0,RADP_14,RADP_characters
X. malinche,character_71,0,RADP_14,RADP_characters
X. meyeri,character_71,NA,RADP_14,RADP_characters
X. milleri,character_71,NA,RADP_14,RADP_characters
X. montezumae,character_71,1,RADP_14,RADP_characters
X. multilineatus,character_71,1,RADP_14,RADP_characters
X. nezahualcqyotl,character_71,1,RADP_14,RADP_characters
X. nigrensis,character_71,1,RADP_14,RADP_characters
X. pygmaeus,character_71,1,RADP_14,RADP_characters
X. signum,character_71,NA,RADP_14,RADP_characters
X. variatus,character_71,P,RADP_14,RADP_characters
X. xiphidium,character_71,0,RADP_14,RADP_characters
P. reticulata,character_72,NA,RADP_15,RADP_characters
P. butleri,character_72,NA,RADP_15,RADP_characters
A. hubberi,character_72,NA,RADP_15,RADP_characters
P. coompressa,character_72,NA,RADP_15,RADP_characters
P. intermedia,character_72,NA,RADP_15,RADP_characters
P. olmaceae,character_72,NA,RADP_15,RADP_characters
X. alvarezi,character_72,NA,RADP_15,RADP_characters
X. andersi,character_72,NA,RADP_15,RADP_characters
X. birchmanni,character_72,1,RADP_15,RADP_characters
X. clemenciae,character_72,1,RADP_15,RADP_characters
X. continens,character_72,1,RADP_15,RADP_characters
X. cortezi,character_72,1,RADP_15,RADP_characters
X. couchianus,character_72,NA,RADP_15,RADP_characters
X. evelynae,character_72,NA,RADP_15,RADP_characters
X. gordoni,character_72,NA,RADP_15,RADP_characters
X. helleri,character_72,0,RADP_15,RADP_characters
X. maculatus,character_72,0,RADP_15,RADP_characters
X. malinche,character_72,1,RADP_15,RADP_characters
X. meyeri,character_72,NA,RADP_15,RADP_characters
X. milleri,character_72,NA,RADP_15,RADP_characters
X. montezumae,character_72,1,RADP_15,RADP_characters
X. multilineatus,character_72,1,RADP_15,RADP_characters
X. nezahualcqyotl,character_72,1,RADP_15,RADP_characters
X. nigrensis,character_72,NA,RADP_15,RADP_characters
X. pygmaeus,character_72,1,RADP_15,RADP_characters
X. signum,character_72,NA,RADP_15,RADP_characters
X. variatus,character_72,0,RADP_15,RADP_characters
X. xiphidium,character_72,0,RADP_15,RADP_characters
P. reticulata,character_73,NA,RADP_16,RADP_characters
P. butleri,character_73,NA,RADP_16,RADP_characters
A. hubberi,character_73,NA,RADP_16,RADP_characters
P. coompressa,character_73,NA,RADP_16,RADP_characters
P. intermedia,character_73,NA,RADP_16,RADP_characters
P. olmaceae,character_73,NA,RADP_16,RADP_characters
X. alvarezi,character_73,NA,RADP_16,RADP_characters
X. andersi,character_73,NA,RADP_16,RADP_characters
X. birchmanni,character_73,0,RADP_16,RADP_characters
X. clemenciae,character_73,0,RADP_16,RADP_characters
X. continens,character_73,1,RADP_16,RADP_characters
X. cortezi,character_73,0,RADP_16,RADP_characters
X. couchianus,character_73,NA,RADP_16,RADP_characters
X. evelynae,character_73,NA,RADP_16,RADP_characters
X. gordoni,character_73,NA,RADP_16,RADP_characters
X. helleri,character_73,0,RADP_16,RADP_characters
X. maculatus,character_73,0,RADP_16,RADP_characters
X. malinche,character_73,0,RADP_16,RADP_characters
X. meyeri,character_73,NA,RADP_16,RADP_characters
X. milleri,character_73,NA,RADP_16,RADP_characters
X. montezumae,character_73,1,RADP_16,RADP_characters
X. multilineatus,character_73,0,RADP_16,RADP_characters
X. nezahualcqyotl,character_73,1,RADP_16,RADP_characters
X. nigrensis,character_73,0,RADP_16,RADP_characters
X. pygmaeus,character_73,0,RADP_16,RADP_characters
X. signum,character_73,NA,RADP_16,RADP_characters
X. variatus,character_73,0,RADP_16,RADP_characters
X. xiphidium,character_73,0,RADP_16,RADP_characters
P. reticulata,character_74,NA,RADP_17,RADP_characters
P. butleri,character_74,NA,RADP_17,RADP_characters
A. hubberi,character_74,NA,RADP_17,RADP_characters
P. coompressa,character_74,NA,RADP_17,RADP_characters
P. intermedia,character_74,NA,RADP_17,RADP_characters
P. olmaceae,character_74,NA,RADP_17,RADP_characters
X. alvarezi,character_74,NA,RADP_17,RADP_characters
X. andersi,character_74,NA,RADP_17,RADP_characters
X. birchmanni,character_74,0,RADP_17,RADP_characters
X. clemenciae,character_74,P,RADP_17,RADP_characters
X. continens,character_74,1,RADP_17,RADP_characters
X. cortezi,character_74,0,RADP_17,RADP_characters
X. couchianus,character_74,NA,RADP_17,RADP_characters
X. evelynae,character_74,NA,RADP_17,RADP_characters
X. gordoni,character_74,NA,RADP_17,RADP_characters
X. helleri,character_74,1,RADP_17,RADP_characters
X. maculatus,character_74,0,RADP_17,RADP_characters
X. malinche,character_74,0,RADP_17,RADP_characters
X. meyeri,character_74,NA,RADP_17,RADP_characters
X. milleri,character_74,NA,RADP_17,RADP_characters
X. montezumae,character_74,1,RADP_17,RADP_characters
X. multilineatus,character_74,1,RADP_17,RADP_characters
X. nezahualcqyotl,character_74,1,RADP_17,RADP_characters
X. nigrensis,character_74,1,RADP_17,RADP_characters
X. pygmaeus,character_74,1,RADP_17,RADP_characters
X. signum,character_74,NA,RADP_17,RADP_characters
X. variatus,character_74,1,RADP_17,RADP_characters
X. xiphidium,character_74,1,RADP_17,RADP_characters
P. reticulata,character_75,NA,RADP_18,RADP_characters
P. butleri,character_75,NA,RADP_18,RADP_characters
A. hubberi,character_75,NA,RADP_18,RADP_characters
P. coompressa,character_75,NA,RADP_18,RADP_characters
P. intermedia,character_75,NA,RADP_18,RADP_characters
P. olmaceae,character_75,NA,RADP_18,RADP_characters
X. alvarezi,character_75,NA,RADP_18,RADP_characters
X. andersi,character_75,NA,RADP_18,RADP_characters
X. birchmanni,character_75,1,RADP_18,RADP_characters
X. clemenciae,character_75,P,RADP_18,RADP_characters
X. continens,character_75,0,RADP_18,RADP_characters
X. cortezi,character_75,1,RADP_18,RADP_characters
X. couchianus,character_75,NA,RADP_18,RADP_characters
X. evelynae,character_75,NA,RADP_18,RADP_characters
X. gordoni,character_75,NA,RADP_18,RADP_characters
X. helleri,character_75,1,RADP_18,RADP_characters
X. maculatus,character_75,0,RADP_18,RADP_characters
X. malinche,character_75,1,RADP_18,RADP_characters
X. meyeri,character_75,NA,RADP_18,RADP_characters
X. milleri,character_75,NA,RADP_18,RADP_characters
X. montezumae,character_75,0,RADP_18,RADP_characters
X. multilineatus,character_75,0,RADP_18,RADP_characters
X. nezahualcqyotl,character_75,0,RADP_18,RADP_characters
X. nigrensis,character_75,0,RADP_18,RADP_characters
X. pygmaeus,character_75,0,RADP_18,RADP_characters
X. signum,character_75,NA,RADP_18,RADP_characters
X. variatus,character_75,0,RADP_18,RADP_characters
X. xiphidium,character_75,0,RADP_18,RADP_characters
P. reticulata,character_76,NA,RADP_19,RADP_characters
P. butleri,character_76,NA,RADP_19,RADP_characters
A. hubberi,character_76,NA,RADP_19,RADP_characters
P. coompressa,character_76,NA,RADP_19,RADP_characters
P. intermedia,character_76,NA,RADP_19,RADP_characters
P. olmaceae,character_76,NA,RADP_19,RADP_characters
X. alvarezi,character_76,NA,RADP_19,RADP_characters
X. andersi,character_76,NA,RADP_19,RADP_characters
X. birchmanni,character_76,0,RADP_19,RADP_characters
X. clemenciae,character_76,0,RADP_19,RADP_characters
X. continens,character_76,1,RADP_19,RADP_characters
X. cortezi,character_76,P,RADP_19,RADP_characters
X. couchianus,character_76,NA,RADP_19,RADP_characters
X. evelynae,character_76,NA,RADP_19,RADP_characters
X. gordoni,character_76,NA,RADP_19,RADP_characters
X. helleri,character_76,0,RADP_19,RADP_characters
X. maculatus,character_76,0,RADP_19,RADP_characters
X. malinche,character_76,0,RADP_19,RADP_characters
X. meyeri,character_76,NA,RADP_19,RADP_characters
X. milleri,character_76,NA,RADP_19,RADP_characters
X. montezumae,character_76,1,RADP_19,RADP_characters
X. multilineatus,character_76,1,RADP_19,RADP_characters
X. nezahualcqyotl,character_76,1,RADP_19,RADP_characters
X. nigrensis,character_76,1,RADP_19,RADP_characters
X. pygmaeus,character_76,1,RADP_19,RADP_characters
X. signum,character_76,NA,RADP_19,RADP_characters
X. variatus,character_76,P,RADP_19,RADP_characters
X. xiphidium,character_76,0,RADP_19,RADP_characters
P. reticulata,character_77,NA,RADP_20,RADP_characters
P. butleri,character_77,NA,RADP_20,RADP_characters
A. hubberi,character_77,NA,RADP_20,RADP_characters
P. coompressa,character_77,NA,RADP_20,RADP_characters
P. intermedia,character_77,NA,RADP_20,RADP_characters
P. olmaceae,character_77,NA,RADP_20,RADP_characters
X. alvarezi,character_77,NA,RADP_20,RADP_characters
X. andersi,character_77,NA,RADP_20,RADP_characters
X. birchmanni,character_77,1,RADP_20,RADP_characters
X. clemenciae,character_77,0,RADP_20,RADP_characters
X. continens,character_77,0,RADP_20,RADP_characters
X. cortezi,character_77,P,RADP_20,RADP_characters
X. couchianus,character_77,NA,RADP_20,RADP_characters
X. evelynae,character_77,NA,RADP_20,RADP_characters
X. gordoni,character_77,NA,RADP_20,RADP_characters
X. helleri,character_77,1,RADP_20,RADP_characters
X. maculatus,character_77,0,RADP_20,RADP_characters
X. malinche,character_77,1,RADP_20,RADP_characters
X. meyeri,character_77,NA,RADP_20,RADP_characters
X. milleri,character_77,NA,RADP_20,RADP_characters
X. montezumae,character_77,0,RADP_20,RADP_characters
X. multilineatus,character_77,0,RADP_20,RADP_characters
X. nezahualcqyotl,character_77,0,RADP_20,RADP_characters
X. nigrensis,character_77,0,RADP_20,RADP_characters
X. pygmaeus,character_77,0,RADP_20,RADP_characters
X. signum,character_77,NA,RADP_20,RADP_characters
X. variatus,character_77,P,RADP_20,RADP_characters
X. xiphidium,character_77,0,RADP_20,RADP_characters
P. reticulata,character_78,NA,RADP_21,RADP_characters
P. butleri,character_78,NA,RADP_21,RADP_characters
A. hubberi,character_78,NA,RADP_21,RADP_characters
P. coompressa,character_78,NA,RADP_21,RADP_characters
P. intermedia,character_78,NA,RADP_21,RADP_characters
P. olmaceae,character_78,NA,RADP_21,RADP_characters
X. alvarezi,character_78,NA,RADP_21,RADP_characters
X. andersi,character_78,NA,RADP_21,RADP_characters
X. birchmanni,character_78,1,RADP_21,RADP_characters
X. clemenciae,character_78,0,RADP_21,RADP_characters
X. continens,character_78,1,RADP_21,RADP_characters
X. cortezi,character_78,P,RADP_21,RADP_characters
X. couchianus,character_78,NA,RADP_21,RADP_characters
X. evelynae,character_78,NA,RADP_21,RADP_characters
X. gordoni,character_78,NA,RADP_21,RADP_characters
X. helleri,character_78,0,RADP_21,RADP_characters
X. maculatus,character_78,1,RADP_21,RADP_characters
X. malinche,character_78,1,RADP_21,RADP_characters
X. meyeri,character_78,NA,RADP_21,RADP_characters
X. milleri,character_78,NA,RADP_21,RADP_characters
X. montezumae,character_78,1,RADP_21,RADP_characters
X. multilineatus,character_78,1,RADP_21,RADP_characters
X. nezahualcqyotl,character_78,1,RADP_21,RADP_characters
X. nigrensis,character_78,1,RADP_21,RADP_characters
X. pygmaeus,character_78,1,RADP_21,RADP_characters
X. signum,character_78,NA,RADP_21,RADP_characters
X. variatus,character_78,0,RADP_21,RADP_characters
X. xiphidium,character_78,0,RADP_21,RADP_characters
P. reticulata,character_79,NA,RADP_22,RADP_characters
P. butleri,character_79,NA,RADP_22,RADP_characters
A. hubberi,character_79,NA,RADP_22,RADP_characters
P. coompressa,character_79,NA,RADP_22,RADP_characters
P. intermedia,character_79,NA,RADP_22,RADP_characters
P. olmaceae,character_79,NA,RADP_22,RADP_characters
X. alvarezi,character_79,NA,RADP_22,RADP_characters
X. andersi,character_79,NA,RADP_22,RADP_characters
X. birchmanni,character_79,0,RADP_22,RADP_characters
X. clemenciae,character_79,1,RADP_22,RADP_characters
X. continens,character_79,1,RADP_22,RADP_characters
X. cortezi,character_79,0,RADP_22,RADP_characters
X. couchianus,character_79,NA,RADP_22,RADP_characters
X. evelynae,character_79,NA,RADP_22,RADP_characters
X. gordoni,character_79,NA,RADP_22,RADP_characters
X. helleri,character_79,0,RADP_22,RADP_characters
X. maculatus,character_79,1,RADP_22,RADP_characters
X. malinche,character_79,0,RADP_22,RADP_characters
X. meyeri,character_79,NA,RADP_22,RADP_characters
X. milleri,character_79,NA,RADP_22,RADP_characters
X. montezumae,character_79,1,RADP_22,RADP_characters
X. multilineatus,character_79,1,RADP_22,RADP_characters
X. nezahualcqyotl,character_79,1,RADP_22,RADP_characters
X. nigrensis,character_79,1,RADP_22,RADP_characters
X. pygmaeus,character_79,0,RADP_22,RADP_characters
X. signum,character_79,NA,RADP_22,RADP_characters
X. variatus,character_79,1,RADP_22,RADP_characters
X. xiphidium,character_79,0,RADP_22,RADP_characters
P. reticulata,character_80,NA,RADP_23,RADP_characters
P. butleri,character_80,NA,RADP_23,RADP_characters
A. hubberi,character_80,NA,RADP_23,RADP_characters
P. coompressa,character_80,NA,RADP_23,RADP_characters
P. intermedia,character_80,NA,RADP_23,RADP_characters
P. olmaceae,character_80,NA,RADP_23,RADP_characters
X. alvarezi,character_80,NA,RADP_23,RADP_characters
X. andersi,character_80,NA,RADP_23,RADP_characters
X. birchmanni,character_80,1,RADP_23,RADP_characters
X. clemenciae,character_80,1,RADP_23,RADP_characters
X. continens,character_80,1,RADP_23,RADP_characters
X. cortezi,character_80,0,RADP_23,RADP_characters
X. couchianus,character_80,NA,RADP_23,RADP_characters
X. evelynae,character_80,NA,RADP_23,RADP_characters
X. gordoni,character_80,NA,RADP_23,RADP_characters
X. helleri,character_80,1,RADP_23,RADP_characters
X. maculatus,character_80,0,RADP_23,RADP_characters
X. malinche,character_80,1,RADP_23,RADP_characters
X. meyeri,character_80,NA,RADP_23,RADP_characters
X. milleri,character_80,NA,RADP_23,RADP_characters
X. montezumae,character_80,1,RADP_23,RADP_characters
X. multilineatus,character_80,1,RADP_23,RADP_characters
X. nezahualcqyotl,character_80,1,RADP_23,RADP_characters
X. nigrensis,character_80,1,RADP_23,RADP_characters
X. pygmaeus,character_80,1,RADP_23,RADP_characters
X. signum,character_80,NA,RADP_23,RADP_characters
X. variatus,character_80,1,RADP_23,RADP_characters
X. xiphidium,character_80,1,RADP_23,RADP_characters
P. reticulata,character_81,NA,RADP_24,RADP_characters
P. butleri,character_81,NA,RADP_24,RADP_characters
A. hubberi,character_81,NA,RADP_24,RADP_characters
P. coompressa,character_81,NA,RADP_24,RADP_characters
P. intermedia,character_81,NA,RADP_24,RADP_characters
P. olmaceae,character_81,NA,RADP_24,RADP_characters
X. alvarezi,character_81,NA,RADP_24,RADP_characters
X. andersi,character_81,NA,RADP_24,RADP_characters
X. birchmanni,character_81,1,RADP_24,RADP_characters
X. clemenciae,character_81,1,RADP_24,RADP_characters
X. continens,character_81,NA,RADP_24,RADP_characters
X. cortezi,character_81,1,RADP_24,RADP_characters
X. couchianus,character_81,NA,RADP_24,RADP_characters
X. evelynae,character_81,NA,RADP_24,RADP_characters
X. gordoni,character_81,NA,RADP_24,RADP_characters
X. helleri,character_81,1,RADP_24,RADP_characters
X. maculatus,character_81,1,RADP_24,RADP_characters
X. malinche,character_81,1,RADP_24,RADP_characters
X. meyeri,character_81,NA,RADP_24,RADP_characters
X. milleri,character_81,NA,RADP_24,RADP_characters
X. montezumae,character_81,1,RADP_24,RADP_characters
X. multilineatus,character_81,1,RADP_24,RADP_characters
X. nezahualcqyotl,character_81,0,RADP_24,RADP_characters
X. nigrensis,character_81,0,RADP_24,RADP_characters
X. pygmaeus,character_81,0,RADP_24,RADP_characters
X. signum,character_81,NA,RADP_24,RADP_characters
X. variatus,character_81,1,RADP_24,RADP_characters
X. xiphidium,character_81,1,RADP_24,RADP_characters
P. reticulata,character_82,NA,RADP_25,RADP_characters
P. butleri,character_82,NA,RADP_25,RADP_characters
A. hubberi,character_82,NA,RADP_25,RADP_characters
P. coompressa,character_82,NA,RADP_25,RADP_characters
P. intermedia,character_82,NA,RADP_25,RADP_characters
P. olmaceae,character_82,NA,RADP_25,RADP_characters
X. alvarezi,character_82,NA,RADP_25,RADP_characters
X. andersi,character_82,NA,RADP_25,RADP_characters
X. birchmanni,character_82,0,RADP_25,RADP_characters
X. clemenciae,character_82,1,RADP_25,RADP_characters
X. continens,character_82,1,RADP_25,RADP_characters
X. cortezi,character_82,1,RADP_25,RADP_characters
X. couchianus,character_82,NA,RADP_25,RADP_characters
X. evelynae,character_82,NA,RADP_25,RADP_characters
X. gordoni,character_82,NA,RADP_25,RADP_characters
X. helleri,character_82,1,RADP_25,RADP_characters
X. maculatus,character_82,0,RADP_25,RADP_characters
X. malinche,character_82,0,RADP_25,RADP_characters
X. meyeri,character_82,NA,RADP_25,RADP_characters
X. milleri,character_82,NA,RADP_25,RADP_characters
X. montezumae,character_82,1,RADP_25,RADP_characters
X. multilineatus,character_82,1,RADP_25,RADP_characters
X. nezahualcqyotl,character_82,NA,RADP_25,RADP_characters
X. nigrensis,character_82,1,RADP_25,RADP_characters
X. pygmaeus,character_82,1,RADP_25,RADP_characters
X. signum,character_82,NA,RADP_25,RADP_characters
X. variatus,character_82,0,RADP_25,RADP_characters
X. xiphidium,character_82,0,RADP_25,RADP_characters
P. reticulata,character_83,NA,RADP_26,RADP_characters
P. butleri,character_83,NA,RADP_26,RADP_characters
A. hubberi,character_83,NA,RADP_26,RADP_characters
P. coompressa,character_83,NA,RADP_26,RADP_characters
P. intermedia,character_83,NA,RADP_26,RADP_characters
P. olmaceae,character_83,NA,RADP_26,RADP_characters
X. alvarezi,character_83,NA,RADP_26,RADP_characters
X. andersi,character_83,NA,RADP_26,RADP_characters
X. birchmanni,character_83,0,RADP_26,RADP_characters
X. clemenciae,character_83,0,RADP_26,RADP_characters
X. continens,character_83,0,RADP_26,RADP_characters
X. cortezi,character_83,0,RADP_26,RADP_characters
X. couchianus,character_83,NA,RADP_26,RADP_characters
X. evelynae,character_83,NA,RADP_26,RADP_characters
X. gordoni,character_83,NA,RADP_26,RADP_characters
X. helleri,character_83,0,RADP_26,RADP_characters
X. maculatus,character_83,1,RADP_26,RADP_characters
X. malinche,character_83,0,RADP_26,RADP_characters
X. meyeri,character_83,NA,RADP_26,RADP_characters
X. milleri,character_83,NA,RADP_26,RADP_characters
X. montezumae,character_83,1,RADP_26,RADP_characters
X. multilineatus,character_83,1,RADP_26,RADP_characters
X. nezahualcqyotl,character_83,0,RADP_26,RADP_characters
X. nigrensis,character_83,0,RADP_26,RADP_characters
X. pygmaeus,character_83,0,RADP_26,RADP_characters
X. signum,character_83,NA,RADP_26,RADP_characters
X. variatus,character_83,1,RADP_26,RADP_characters
